Server,Keyword,Search Time,Execution Time,Total Time,Rows Fetched
srv03914.soton.ac.uk,crohns,18187,24527,24590,625
srv03915.soton.ac.uk,crohns,18183,24527,24590,625
srv03916.soton.ac.uk,crohns,18373,24527,24590,625
srv03917.soton.ac.uk,crohns,18672,24527,24590,625
srv03918.soton.ac.uk,crohns,17873,24527,24590,625
srv03919.soton.ac.uk,crohns,18175,24527,24590,625
srv03920.soton.ac.uk,crohns,17984,24527,24590,625
srv03921.soton.ac.uk,crohns,18106,24527,24590,625
srv03922.soton.ac.uk,crohns,18449,24527,24590,625
srv03923.soton.ac.uk,crohns,21425,24527,24590,625
srv03924.soton.ac.uk,crohns,18205,24527,24590,625
srv03925.soton.ac.uk,crohns,20387,24527,24590,625
srv03926.soton.ac.uk,crohns,20018,24527,24590,625
srv03927.soton.ac.uk,crohns,17203,24527,24590,625
srv03928.soton.ac.uk,crohns,18398,24527,24590,625
srv03929.soton.ac.uk,crohns,18461,24527,24590,625
srv03930.soton.ac.uk,crohns,15851,24527,24590,625
srv03931.soton.ac.uk,crohns,18849,24527,24590,625
srv03932.soton.ac.uk,crohns,17313,24527,24590,625
srv03933.soton.ac.uk,crohns,17905,24527,24590,625
srv03934.soton.ac.uk,crohns,23346,24527,24590,625
srv03935.soton.ac.uk,crohns,15386,24527,24590,625
srv03936.soton.ac.uk,crohns,17223,24527,24590,625
srv03937.soton.ac.uk,crohns,18245,24527,24590,625
srv03938.soton.ac.uk,crohns,15888,24527,24590,625
srv03939.soton.ac.uk,crohns,17814,24527,24590,625
srv03940.soton.ac.uk,crohns,18929,24527,24590,625
srv03941.soton.ac.uk,crohns,23928,24527,24590,625
srv03942.soton.ac.uk,crohns,16601,24527,24590,625
srv03943.soton.ac.uk,crohns,18592,24527,24590,625
srv03944.soton.ac.uk,crohns,19727,24527,24590,625
srv03945.soton.ac.uk,crohns,20858,24527,24590,625
srv03946.soton.ac.uk,crohns,16093,24527,24590,625
srv03947.soton.ac.uk,crohns,18392,24527,24590,625
srv03948.soton.ac.uk,crohns,19354,24527,24590,625
srv03949.soton.ac.uk,crohns,15995,24527,24590,625
srv03950.soton.ac.uk,crohns,19550,24527,24590,625
srv03951.soton.ac.uk,crohns,20695,24527,24590,625
srv03952.soton.ac.uk,crohns,21518,24527,24590,625
srv03953.soton.ac.uk,crohns,18029,24527,24590,625
srv03954.soton.ac.uk,crohns,17185,24527,24590,625
srv03955.soton.ac.uk,crohns,17553,24527,24590,625
srv03812.soton.ac.uk,sarcoma,8351,26237,26259,319
srv03813.soton.ac.uk,sarcoma,19826,26237,26259,319
srv03814.soton.ac.uk,sarcoma,18169,26237,26259,319
srv03815.soton.ac.uk,sarcoma,22074,26237,26259,319
srv03816.soton.ac.uk,sarcoma,26094,26237,26259,319
srv03911.soton.ac.uk,sarcoma,18706,26237,26259,319
srv03912.soton.ac.uk,sarcoma,18746,26237,26259,319
srv03913.soton.ac.uk,sarcoma,18882,26237,26259,319
srv03914.soton.ac.uk,sarcoma,18679,26237,26259,319
srv03915.soton.ac.uk,sarcoma,18365,26237,26259,319
srv03916.soton.ac.uk,sarcoma,18497,26237,26259,319
srv03917.soton.ac.uk,sarcoma,18760,26237,26259,319
srv03918.soton.ac.uk,sarcoma,18898,26237,26259,319
srv03919.soton.ac.uk,sarcoma,19560,26237,26259,319
srv03920.soton.ac.uk,sarcoma,22874,26237,26259,319
srv03921.soton.ac.uk,sarcoma,18393,26237,26259,319
srv03922.soton.ac.uk,sarcoma,18141,26237,26259,319
srv03923.soton.ac.uk,sarcoma,20042,26237,26259,319
srv03924.soton.ac.uk,sarcoma,18383,26237,26259,319
srv03925.soton.ac.uk,sarcoma,20388,26237,26259,319
srv03926.soton.ac.uk,sarcoma,20171,26237,26259,319
srv03927.soton.ac.uk,sarcoma,17208,26237,26259,319
srv03928.soton.ac.uk,sarcoma,17944,26237,26259,319
srv03929.soton.ac.uk,sarcoma,18246,26237,26259,319
srv03930.soton.ac.uk,sarcoma,17078,26237,26259,319
srv03931.soton.ac.uk,sarcoma,23877,26237,26259,319
srv03932.soton.ac.uk,sarcoma,17733,26237,26259,319
srv03933.soton.ac.uk,sarcoma,18402,26237,26259,319
srv03934.soton.ac.uk,sarcoma,23504,26237,26259,319
srv03935.soton.ac.uk,sarcoma,15671,26237,26259,319
srv03936.soton.ac.uk,sarcoma,17767,26237,26259,319
srv03937.soton.ac.uk,sarcoma,18185,26237,26259,319
srv03938.soton.ac.uk,sarcoma,16652,26237,26259,319
srv03939.soton.ac.uk,sarcoma,18504,26237,26259,319
srv03940.soton.ac.uk,sarcoma,18618,26237,26259,319
srv03941.soton.ac.uk,sarcoma,24497,26237,26259,319
srv03942.soton.ac.uk,sarcoma,18098,26237,26259,319
srv03943.soton.ac.uk,sarcoma,18800,26237,26259,319
srv03944.soton.ac.uk,sarcoma,19974,26237,26259,319
srv03945.soton.ac.uk,sarcoma,19868,26237,26259,319
srv03946.soton.ac.uk,sarcoma,15944,26237,26259,319
srv03947.soton.ac.uk,sarcoma,18483,26237,26259,319
srv03948.soton.ac.uk,sarcoma,20221,26237,26259,319
srv03949.soton.ac.uk,sarcoma,16180,26237,26259,319
srv03950.soton.ac.uk,sarcoma,20063,26237,26259,319
srv03951.soton.ac.uk,sarcoma,16771,26237,26259,319
srv03952.soton.ac.uk,sarcoma,19422,26237,26259,319
srv03953.soton.ac.uk,sarcoma,19215,26237,26259,319
srv03954.soton.ac.uk,sarcoma,18226,26237,26259,319
srv03955.soton.ac.uk,sarcoma,18965,26237,26259,319
