httpexampleorgagent135profilecardme,srv03813,/srv/espresso/storage/ESPRESSO/metaindex/httpexampleorgagent135profilecardme-servers.zip
httpexampleorgagent68profilecardme,srv03813,/srv/espresso/storage/ESPRESSO/metaindex/httpexampleorgagent68profilecardme-servers.zip
openaccess,srv03813,/srv/espresso/storage/ESPRESSO/metaindex/srv03813.soton.ac.uk:3000
